t010100_1550	Laatokka kun sulaisi	skvr05107850
t061200_0080	Lemmennostoloitsut	skvr01218020,skvr01218030,skvr01218040,skvr01218050,skvr01218060,skvr01218080,skvr01218090,skvr01218100,skvr01218110,skvr01218120,skvr01218130,skvr01218140,skvr01218150,skvr01218160,skvr01218170,skvr01218180,skvr01218190,skvr01218200,skvr01218210,skvr01218220,skvr01218230,skvr01218240,skvr01218250,skvr01218260,skvr01218270,skvr01218280,skvr01218290,skvr01218300,skvr01218310,skvr01218320,skvr01225020,skvr01225030,skvr01225041,skvr01225040,skvr01225050,skvr01225060,skvr01225070,skvr02110370,skvr02110380,skvr02110391,skvr02110390,skvr02110400,skvr02110410,skvr02110420,skvr02110430,skvr02110440,skvr02110450,skvr02110460,skvr02110470,skvr02110480,skvr02113960,skvr02113970,skvr03146100,skvr04145410,skvr09314890,skvr09314900,skvr09314910,skvr09314920,skvr09314930,skvr09414860,skvr09414870,skvr09414880,skvr09414890,skvr09414970,skvr09414980,skvr09414990,skvr09415000,skvr09415010,skvr09415020,skvr09415030,skvr05226700,skvr05226710,skvr05226720,skvr05226730,skvr06136620,skvr06160410,skvr06160420,skvr06160430,skvr06160440,skvr06160450,skvr06160460,skvr06160470,skvr06160480,skvr06160490,skvr06160500,skvr06160510,skvr06160520,skvr06160530,skvr06160540,skvr06160570,skvr06160580,skvr06160590,skvr06160600,skvr06160610,skvr06160620,skvr06160630,skvr06160640,skvr06160650,skvr06160660,skvr06160670,skvr06160680,skvr06160690,skvr06160700,skvr06160710,skvr06160720,skvr06160730,skvr06160740,skvr06160750,skvr06160760,skvr06160770,skvr06160780,skvr06160790,skvr06160810,skvr06160820,skvr06160830,skvr06160840,skvr06160850,skvr06160860,skvr06160870,skvr06160880,skvr06160890,skvr06160900,skvr06160910,skvr06160920,skvr06160930,skvr06160940,skvr06160950,skvr06160960,skvr06160970,skvr06160980,skvr06160990,skvr06161000,skvr06161010,skvr06161020,skvr06161030,skvr06161040,skvr06161050,skvr06161060,skvr06161070,skvr06161080,skvr06161090,skvr06161100,skvr06161110,skvr06161130,skvr06161140,skvr06161150,skvr06161160,skvr06161170,skvr06161180,skvr06161190,skvr06161200,skvr06161210,skvr06161220,skvr06161230,skvr06161240,skvr06161250,skvr06161260,skvr06161270,skvr06161280,skvr06161290,skvr06161300,skvr06161310,skvr06161320,skvr07215990,skvr07224150,skvr07245840,skvr07245850,skvr07245860,skvr07245870,skvr07245880,skvr07245890,skvr07245930,skvr07245950,skvr07245960,skvr07245970,skvr07245980,skvr07245990,skvr07246000,skvr07246010,skvr07246020,skvr07246030,skvr07246040,skvr07246050,skvr07246060,skvr07246070,skvr07246080,skvr07246090,skvr07246100,skvr07246110,skvr07246120,skvr07246130,skvr07246140,skvr07246150,skvr07246160,skvr07246170,skvr07246181,skvr07246182,skvr07246190,skvr07246200,skvr07246210,skvr07246220,skvr07246230,skvr07246240,skvr07246260,skvr07246270,skvr07246280,skvr07246290,skvr07246300,skvr07246310,skvr07246320,skvr07246330,skvr07246340,skvr07246350,skvr07246360,skvr07246370,skvr07246380,skvr07246390,skvr07246400,skvr07246410,skvr07246420,skvr07246430,skvr07246440,skvr07246450,skvr07246460,skvr07246470,skvr07246480,skvr07246490,skvr07246500,skvr07246510,skvr07246520,skvr07246530,skvr07246540,skvr07246550,skvr07246560,skvr07246570,skvr07246580,skvr07246590,skvr07246600,skvr07246610,skvr07246620,skvr07246630,skvr07246640,skvr07246650,skvr07246660,skvr07246670,skvr07246680,skvr07246690,skvr07246700,skvr07246710,skvr07246720,skvr07246730,skvr07246740,skvr07246750,skvr07246760,skvr07246770,skvr07246780,skvr07246790,skvr07246800,skvr07246810,skvr07246820,skvr07246830,skvr07246840,skvr07246850,skvr07246860,skvr07246870,skvr07246880,skvr07246890,skvr07246900,skvr07246910,skvr07246920,skvr07246930,skvr07246940,skvr07246950,skvr07246960,skvr07246970,skvr07246980,skvr07246990,skvr07247000,skvr07247010,skvr07247020,skvr07247030,skvr07247040,skvr07247050,skvr07247060,skvr07247070,skvr07247080,skvr07247090,skvr07247100,skvr07247110,skvr07247120,skvr07247130,skvr07247140,skvr07247150,skvr07247160,skvr07247170,skvr07247180,skvr07247190,skvr07247200,skvr07247210,skvr07247220,skvr07247230,skvr07247240,skvr07247250,skvr07247260,skvr07247270,skvr07247290,skvr07247300,skvr07247310,skvr07247320,skvr07247330,skvr07247340,skvr07247350,skvr07247360,skvr07247370,skvr07247380,skvr07247390,skvr07247400,skvr07247410,skvr07247420,skvr07247430,skvr07247440,skvr07247450,skvr07247460,skvr07247470,skvr07247480,skvr07247490,skvr07247500,skvr07247510,skvr07247520,skvr07247530,skvr07247540,skvr07247550,skvr07247560,skvr07247570,skvr07247580,skvr07247590,skvr07247600,skvr07247610,skvr07247620,skvr07247630,skvr07247640,skvr07247650,skvr07247660,skvr07247670,skvr07247680,skvr07247690,skvr07247700,skvr07247710,skvr07247720,skvr07247730,skvr07247740,skvr07247750,skvr07247760,skvr07247770,skvr07247780,skvr07247790,skvr07247800,skvr07247810,skvr07247820,skvr07247830,skvr07247840,skvr07247850,skvr07247860,skvr07247870,skvr07247880,skvr07247890,skvr07247900,skvr07247910,skvr07247920,skvr07247930,skvr07247940,skvr07247960,skvr07247970,skvr07247990,skvr07248030,skvr07248150,skvr08145550,skvr10149420,skvr10149430,skvr10149440,skvr10149451,skvr10149452,skvr10149453,skvr10149454,skvr10149450,skvr10149460,skvr10149470,skvr10149480,skvr10149490,skvr10149500,skvr10149510,skvr10149520,skvr10149530,skvr11123690,skvr11123700,skvr11123720,skvr11123730,skvr11123740,skvr11127100,skvr12162110,skvr12162140,skvr12175910,skvr12175940,skvr12175950,skvr12175960,skvr12175970,skvr12175980,skvr12175991,skvr12175990,skvr12176001,skvr12176000,skvr12176011,skvr12176012,skvr12176010,skvr12176021,skvr12176020,skvr12176030,skvr12176040,skvr12176050,skvr12176061,skvr12176060,skvr13099300,skvr13099310,skvr13099330,skvr13099340,skvr13099350,skvr13099360,skvr13099370,skvr13099380,skvr13099390,skvr13099400,skvr13099410,skvr13099420,skvr13099430,skvr13099440,skvr13099450,skvr13099460,skvr13099470,skvr13099480,skvr13099500,skvr13099510,skvr13099520,skvr13099530,skvr13099540,skvr13099550,skvr13099560,skvr13099570,skvr13099580,skvr13099590,skvr13099600,skvr13099610,skvr13099620,skvr13099630,skvr13099640,skvr13099650,skvr13099660,skvr13099670,skvr13099690,skvr13099700,skvr13099710,skvr13099720,skvr13099730,skvr13099740,skvr13099750,skvr13099760,skvr13099770,skvr13099780,skvr13099790,skvr13099800,skvr13099810,skvr13099820,skvr13099830,skvr13099840,skvr13099850,skvr13099860,skvr13099870,skvr13099880,skvr13099890,skvr13099900,skvr13099910,skvr13099920,skvr13099930,skvr13099940,skvr13099950,skvr13099960,skvr13099980,skvr13131890,skvr13131900,skvr13131910,skvr14126530,skvr14126540,skvr14126550,skvr15103640,skvr15106650,skvr15106660,skvr15106670,skvr15106680,skvr15106700,skvr15106710,skvr15106720,skvr15106730,skvr15106740
t061200_0090	Lemmensortoa vastaan	skvr01218160,skvr01218430,skvr01218440,skvr01218450,skvr01218460,skvr02110790,skvr09414870,skvr06160990,skvr07245850,skvr07245900,skvr07246181,skvr12176080
t061200_0100	Lemmensortoloitsut	skvr01218360,skvr01218370,skvr06161330,skvr07248070,skvr07248100,skvr07248150,skvr07248160,skvr07248180,skvr13099290,skvr13131880
t061300_0020	Lapselle hammasraha	skvr13100030
t061300_0030	Lapselle haltia	skvr07249410
t061300_0040	Lapselle naimaonnea	skvr03145000,skvr09414840,skvr09414850,skvr06146680,skvr06146740,skvr06173661,skvr06173662,skvr06173660,skvr06173670,skvr07249560,skvr13091460,skvr13128820
t061300_0050	Lapsen nenän pienentäminen	skvr09315680
t061300_0060	Lapsen vierottaminen	skvr10149650,skvr14126650
t061300_0070	Lapsesta ei paskanen	skvr12176060
t061300_0080	Lapset kun ei ala kävellä	skvr02114030
t061300_0090	Lapsi	skvr12180260
t061300_0100	Lapsia pelotellaan	skvr05313210
t061300_0110	Lasta kylvetetään kunnolliseksi	skvr09315140,skvr06146870,skvr06146880,skvr06146890,skvr06146900,skvr06146910,skvr06146920,skvr06146930,skvr06146940,skvr06146950,skvr06146960,skvr06146970,skvr06146980,skvr06146990,skvr06147000,skvr06147010,skvr06173690,skvr06173700,skvr06173710,skvr06173720,skvr06173730,skvr06173740,skvr06173750,skvr06173760,skvr06173770,skvr06173780,skvr06173790,skvr06173800,skvr06173850,skvr07217660,skvr07246490,skvr07249680,skvr08111020,skvr08111030,skvr13090960,skvr13091010,skvr13091080,skvr13091230,skvr13091250,skvr13091260,skvr13091290,skvr13091330,skvr13091400,skvr13091430,skvr13099970,skvr13128910,skvr14123020,skvr14123030,skvr14123050,skvr14123080,skvr14123090,skvr14123100,skvr14123120,skvr14123130,skvr14123140,skvr14123150,skvr14123160,skvr14123170,skvr14123180,skvr14123410
t061300_0120	Lasta kylvetettäessä	skvr01219180,skvr01219190,skvr01225180,skvr01225200,skvr01225210,skvr01225220,skvr01225230,skvr01205460,skvr01206680,skvr01206690,skvr01206700,skvr01206710,skvr01206720,skvr01206730,skvr02108361,skvr02108390,skvr02108400,skvr02108410,skvr02108421,skvr02108420,skvr02108430,skvr02108440,skvr02108450,skvr03144980,skvr03144990,skvr03145000,skvr03145060,skvr04144360,skvr09315110,skvr09315120,skvr09415320,skvr09415330,skvr05226550,skvr05226560,skvr05226570,skvr05226580,skvr05313111,skvr05313110,skvr05313120,skvr05313130,skvr05313140,skvr05313150,skvr05313160,skvr05313171,skvr05313170,skvr06146660,skvr06146710,skvr06146840,skvr06147030,skvr06147040,skvr06147050,skvr06147060,skvr06147070,skvr06147080,skvr06147090,skvr06147100,skvr06147110,skvr06147120,skvr06147130,skvr06173860,skvr06173870,skvr06173880,skvr06173891,skvr06173890,skvr07222770,skvr07222790,skvr07222800,skvr07222810,skvr07222820,skvr07222830,skvr07222840,skvr07222850,skvr07222860,skvr07222870,skvr07222880,skvr07222890,skvr07222900,skvr07222910,skvr07222920,skvr07222930,skvr07222940,skvr07222950,skvr07222960,skvr07222970,skvr07222980,skvr07249550,skvr07249580,skvr07249590,skvr07249640,skvr07249710,skvr07249730,skvr10139020,skvr10139030,skvr10139041,skvr10139040,skvr10139050,skvr10139060,skvr10139100,skvr10139111,skvr10139110,skvr11123830,skvr11123840,skvr11123850,skvr11123860,skvr11123870,skvr12176230,skvr12176270,skvr12176340,skvr13090960,skvr13090970,skvr13090980,skvr13090990,skvr13091000,skvr13091020,skvr13091030,skvr13091040,skvr13091050,skvr13091060,skvr13091070,skvr13091090,skvr13091100,skvr13091110,skvr13091120,skvr13091130,skvr13091140,skvr13091150,skvr13091170,skvr13091180,skvr13091190,skvr13091200,skvr13091210,skvr13091220,skvr13091240,skvr13091270,skvr13091280,skvr13091300,skvr13091310,skvr13091320,skvr13091330,skvr13091340,skvr13091350,skvr13091360,skvr13091370,skvr13091380,skvr13091440,skvr13091450,skvr13091480,skvr13091560,skvr13092190,skvr13092280,skvr13128830,skvr13128840,skvr13128850,skvr13128860,skvr13128880,skvr13128920,skvr13128930,skvr13128940,skvr13128950,skvr13128960,skvr13128970,skvr13128980,skvr13128990,skvr13129000,skvr13129010,skvr13129020,skvr13129030,skvr13129040,skvr13129050,skvr13129060,skvr13129070,skvr13129080,skvr13129090,skvr13129100,skvr13129110,skvr13129120,skvr13129490,skvr13129530,skvr13129560,skvr13129580,skvr13129600,skvr13129680,skvr14123040,skvr14123060,skvr14123070,skvr14123110,skvr14123200
t061300_0130	Lasten sukupuolen määrääminen	skvr08104750
t061500_0420	Langan värjäys	skvr08107050
t061500_0430	Leipien pilaus	skvr10151090,skvr14127110
t061500_0440	Leipää leivottaessa ja paistaessa	skvr09315710,skvr09315720,skvr06161880,skvr06161890,skvr06161950,skvr07251730,skvr07251740,skvr10150211,skvr10150210,skvr10155980,skvr13100200,skvr13100210,skvr13100220,skvr13100230,skvr13100240,skvr13100250,skvr13131970,skvr13131980,skvr13131990,skvr13132000,skvr13132010
t061500_0450	Lipeätä keittäessä	skvr07251410
t061500_0460	Lukon avaaminen	skvr11105730
t061500_0470	Luteet toisen kimppuun	skvr01219530,skvr09302020,skvr07250340,skvr07250350
t061500_0480	Luteita vastaan	skvr01219510,skvr01219520,skvr01219540,skvr01219550,skvr01219560,skvr01219570,skvr01219580,skvr01219590,skvr01219600,skvr01219610,skvr01219620,skvr01219630,skvr01219640,skvr01225340,skvr01225350,skvr01225360,skvr02110910,skvr04145540,skvr04145550,skvr04145560,skvr04145570,skvr04145580,skvr09301470,skvr09301480,skvr09301490,skvr09301500,skvr09301511,skvr09301511,skvr09301510,skvr09301520,skvr09315830,skvr09315840,skvr09315850,skvr09315860,skvr09401580,skvr09415920,skvr09415930,skvr09401700,skvr09401710,skvr09401720,skvr06162370,skvr06162380,skvr06162390,skvr06162400,skvr06162410,skvr06162420,skvr06162430,skvr06162440,skvr06162450,skvr06162460,skvr06162470,skvr06162480,skvr06162490,skvr06162500,skvr06162510,skvr06162520,skvr06162530,skvr06162540,skvr06162550,skvr06176333,skvr06176334,skvr07250090,skvr07250100,skvr07250110,skvr07250120,skvr07250130,skvr07250140,skvr07250150,skvr07250160,skvr07250170,skvr07250180,skvr07250190,skvr07250200,skvr07250210,skvr07250220,skvr07250230,skvr07250240,skvr07250250,skvr07250260,skvr07250270,skvr07250280,skvr07250290,skvr07250300,skvr07250310,skvr07250320,skvr07250330,skvr08145800,skvr08145810,skvr08107120,skvr08107130,skvr08107140,skvr08107150,skvr08107160,skvr10150310,skvr10150320,skvr10150330,skvr10150340,skvr10150350,skvr10150360,skvr10150370,skvr10150380,skvr10150390,skvr10150400,skvr10150410,skvr10150420,skvr10150430,skvr10150440,skvr10150450,skvr10150460,skvr10150470,skvr10150480,skvr10150490,skvr10150500,skvr10150510,skvr10150520,skvr10150530,skvr10150540,skvr10150550,skvr10150560,skvr10150570,skvr10150580,skvr10150590,skvr10150600,skvr10150610,skvr10150620,skvr10150630,skvr10150640,skvr10150651,skvr10150650,skvr10150660,skvr10150670,skvr10150680,skvr10150690,skvr10150700,skvr10150710,skvr10150720,skvr10150730,skvr10150740,skvr10150750,skvr10150760,skvr10150770,skvr10150780,skvr10150790,skvr10150800,skvr10150810,skvr10155990,skvr10156000,skvr10156010,skvr10156020,skvr11122840,skvr11122850,skvr11122860,skvr11122870,skvr11122880,skvr11122890,skvr11122900,skvr11122911,skvr11122910,skvr11122920,skvr11122930,skvr11122940,skvr11122950,skvr11122960,skvr11122970,skvr11122980,skvr11122990,skvr11123000,skvr11123010,skvr11123020,skvr11123030,skvr11123040,skvr12148940,skvr12148950,skvr12178390,skvr12178400,skvr12178410,skvr12178420,skvr12178430,skvr12178440,skvr12178450,skvr12178460,skvr12178471,skvr12178470,skvr12178480,skvr12178490,skvr12178500,skvr12178510,skvr12178520,skvr12178530,skvr12178540,skvr12178550,skvr12178560,skvr12178570,skvr12178580,skvr12178590,skvr12178600,skvr12187100,skvr13100520,skvr13100530,skvr13100540,skvr13100550,skvr13100560,skvr13100570,skvr13100580,skvr13100590,skvr13100600,skvr13100610,skvr13100620,skvr13100630,skvr13132330,skvr13132340,skvr13132350,skvr13132360,skvr13132370,skvr14127090
t061500_0490	Lykky	skvr07251320,skvr07251330,skvr13134200,skvr13134220,skvr14128020,skvr14128030
t061600_0400	Läävämadon synty	skvr01216280,skvr01216290,skvr01216300,skvr01216310,skvr01216320,skvr01216340,skvr01216360,skvr01216370,skvr01216380,skvr01216390,skvr01216441,skvr01216440,skvr01216451,skvr01216450,skvr01216460,skvr01216470,skvr01216480,skvr01216490,skvr01216500,skvr01216510,skvr01216540,skvr01216550,skvr01216560,skvr01216570,skvr01216580,skvr01216600,skvr01216630,skvr01224910,skvr02110080,skvr02110090,skvr02110100,skvr02110120,skvr02110140,skvr09414210,skvr05226540,skvr06139790,skvr06139810,skvr06139840,skvr06139860,skvr06139910,skvr06139920,skvr06139930,skvr06139940,skvr06139950,skvr06139960,skvr06139980,skvr07241530,skvr07241540,skvr07241550,skvr07241560,skvr07241570,skvr07241620,skvr07241640,skvr07241650,skvr07241690,skvr07241730,skvr07241740,skvr07241760,skvr07241780,skvr07241810,skvr07241830,skvr07241850,skvr07241860,skvr07241870,skvr07241880,skvr07241900,skvr07241920,skvr07241930,skvr07241940,skvr07241960,skvr07241970,skvr07241990,skvr07242050,skvr07242080,skvr07242090,skvr07242100,skvr07243650,skvr07243680,skvr07243690,skvr07243720,skvr07243730,skvr11114500,skvr12162120,skvr12172120,skvr12172130,skvr12172150,skvr12172180,skvr12172190,skvr12172210,skvr12172220,skvr12172260,skvr12172290,skvr12172300,skvr12172310,skvr12172320,skvr12172330,skvr12172340,skvr12172360,skvr12172380,skvr12172400,skvr12172410,skvr12172420,skvr12172441,skvr12172440,skvr12172450,skvr12172460,skvr12172490,skvr12172500,skvr12172520,skvr12172530,skvr12172551,skvr12172600,skvr12172630,skvr12172641,skvr12172650,skvr12172661,skvr12172660,skvr12172690,skvr12172710,skvr12172740,skvr12172750,skvr12172760,skvr15103540,skvr15103550,skvr15103560
t061600_0410	Lampaan synty	skvr01217200
t061600_0420	Lehmän synty	skvr01215100
t061600_0430	Leinin historiola	skvr09404250,skvr06144610,skvr06144620,skvr06144630,skvr06144640,skvr06173460,skvr06173470,skvr10134260,skvr10154480,skvr11107290,skvr11107300,skvr11107310,skvr11107320,skvr11107330,skvr13092090,skvr13092100
t061600_0440	Leinin synty	skvr12157440
t061600_0450	Letyn synty	skvr12173070
t061600_0460	Loukkauksen synty	skvr12157400,skvr12157440,skvr12157460,skvr12157470,skvr12157480
t061600_0470	Löylyn synty	skvr01202230,skvr01223941,skvr01223940,skvr01223950,skvr01224160,skvr01203230,skvr01205680,skvr01206950,skvr01206960,skvr01206970,skvr01206981,skvr01206980,skvr01206991,skvr01206992,skvr01206993,skvr01206990,skvr01207000,skvr01207020,skvr01207030,skvr01207041,skvr01207040,skvr01207080,skvr01207090,skvr01207110,skvr01207130,skvr01207140,skvr01207150,skvr01207160,skvr01207170,skvr01207190,skvr01207200,skvr01207220,skvr01209680,skvr02106982,skvr02107830,skvr02108530,skvr02108550,skvr02108560,skvr03145140,skvr09404470,skvr06134930,skvr06146560,skvr06147440,skvr06172210,skvr07210010,skvr07210390,skvr07210550,skvr07217580,skvr07217620,skvr07217630,skvr07218840,skvr07222530,skvr07222770,skvr07222900,skvr07222960,skvr07223180,skvr07223260,skvr07223310,skvr07223340,skvr07223400,skvr07223420,skvr07223480,skvr07223490,skvr07223500,skvr07223520,skvr07223620,skvr07223630,skvr07223660,skvr07223670,skvr07223680,skvr07223720,skvr07223730,skvr07223750,skvr07223770,skvr07223790,skvr07223820,skvr07223840,skvr07223890,skvr07223910,skvr07223980,skvr07224000,skvr07224010,skvr07224020,skvr07224050,skvr07224070,skvr07224080,skvr07224110,skvr07224140,skvr07226540,skvr12141730,skvr12153040,skvr12153290,skvr12153310,skvr12153320,skvr12153340,skvr12153360,skvr12153410,skvr12163450,skvr12163510,skvr12163520,skvr12186100,skvr12186140,skvr12186190,skvr13091380,skvr13092460,skvr14123390,skvr14123400,skvr15102780
t061800_0070	Lapsi	skvr12137900,skvr12137910
t061800_0080	Lasien siunaus	skvr12137940,skvr12137950
t062000_0060	Lampaalta kuoleman kysyminen	skvr10152470
t070100_1820	Lapa lapsen,vartti vanhan	skvr04123460,skvr13079150
t070100_1830	Lapset lastuiset kotonsa	skvr15100240
t070100_1840	Lapset laulavat tosia	skvr13083180
t070100_1850	Lapsi hankeen, toinen sänkeen, kolmas kalankutuun	skvr07145410
t070100_1860	Laulo lapsi syötyään	skvr01113330,skvr01118270,skvr01222770,skvr01222780,skvr01222810,skvr01223220,skvr04134080,skvr05205200,skvr05205400,skvr06102140,skvr12117540,skvr13064380,skvr13064390,skvr13083170,skvr13112690,skvr13112710,skvr13113490
t070100_1870	Leikistä tosi tomahti	skvr15102070
t070100_1880	Leipää ei leikin syödä	skvr13083630,skvr15100090
t070100_1890	Lintu on luotu lentämähän	skvr01113750,skvr01120180,skvr07116420
t070100_1900	Lippu liinaa, lappu lautaa	skvr08151670,skvr14116970
t070100_1910	Luo Jumala vihattavaksi	skvr01206080,skvr05204860,skvr15105330
t070100_1920	Lupa koiran luuta purra, hirven hankia hypätä	skvr01102730
t070100_1930	Luun luota liha makea, kuorel luot' on leipä kypsi	skvr01223690
t070100_1940	Lyhyeltä virsi kaunis	skvr01110250,skvr01108970,skvr01208600,skvr07115290
t070100_1950	Lähti pyytä pyytämähän, sai variksen	skvr12181260
t070100_1960	Lämmin on kesäinen päivä, oma valta lämpimämpi	skvr01120270
t070100_1970	Lännen tuulet lensiämmät, pohjan poudat pisimmät	skvr15100260
t070200_0070	Lato alla, mylly päällä	skvr10111770
t070300_0560	Lappalainen	skvr12133611
t070300_0570	Leipä loppu Limberiltä	skvr10117060
t070300_0580	Leipä loppu Loikkaselta	skvr13069740
t070300_0590	Lempo tuopi Lehmojasta	skvr07145440
t070300_0600	Lestiläinen leivänääri	skvr11104940
t070300_0610	Lienan Matti	skvr13117410,skvr13123210
t070300_0620	Liisa, Helka, Kaisa,	skvr13080780
t070300_0630	Liisa linnasta kolme hailia hampaissa	skvr03111010
t070300_0640	Likolampi	skvr13082350
t070300_0650	Linnakorpi lääväkorpi	skvr13080830
t070300_0660	Lounatkylän lotavatsat	skvr13080610
t070400_0430	Lyö koppaa kovalla maalla	skvr13083210
t070500_0270	Lammas neuvoo hoitajaansa	skvr01120330,skvr01120340,skvr01120350,skvr01120360,skvr01120370,skvr09134230,skvr09134240,skvr09134250,skvr09134260,skvr09134270,skvr09134280,skvr09134290,skvr09134300,skvr09134310,skvr08144140,skvr08144150,skvr08144160,skvr08144170,skvr08144180,skvr08144190,skvr08144200,skvr08144210,skvr08144220,skvr08144230,skvr08144240,skvr08144250,skvr08144260,skvr08151630,skvr10120350,skvr10120360,skvr10153240,skvr10153250,skvr10153260,skvr10153270,skvr10153280,skvr10153290,skvr10153300,skvr10153310,skvr10153320,skvr10153330,skvr10153340,skvr11122350,skvr14125630,skvr14125640,skvr14125650,skvr14102820
t070500_0280	Lammas sanoi hevoselle	skvr06104540
t070500_0290	Lauloi sorsa lammin suolla	skvr05222450
t070500_0300	Liinapeippo sanoo	skvr10120370
t070500_0310	Linnun sanat kokille	skvr03128620,skvr03140260
t070500_0320	Linnun sanat metsästäjälle	skvr01212760,skvr09204360,skvr06127510,skvr06171300,skvr07236080
t070500_0330	Lohen kerskaus	skvr07300130,skvr13014840
t080100_0690	Lammas on hyvä eläin - ei potki	skvr06157910,skvr12102250,skvr12181220,skvr13066990
t080100_0700	Lappalaisten laulu	skvr12181230
t080100_0710	Lapsia on laivallinen, keräpäitä kelkallinen	skvr13083190
t080100_0720	Larin Parasken häissä	skvr13047730
t080100_0730	Leipälaukku leveä, viinalaukku viehättävä	skvr13083200
t080100_0740	Leskiakka leikkasi	skvr02106120
t080100_0750	Liisall on lihavat lapset	skvr13107720
t080100_0760	Likat viedään lasarettiin	skvr13035710
t080100_0770	Likkapäitä, lullasia	skvr06170670
t080100_0780	Lokka lintu luopusempi	skvr07145450
t080100_0790	Lähdettih tytöt peltoh	skvr02114320
t080100_0800	Lähdetään omaa eloa kirjottamaan	skvr03139930
t080100_0810	Läksi matkaa vähäsen	skvr13080840
t080100_0820	Läksi tyttö veelle	skvr02114310
t080100_0830	Läksin minä kuurusilla käymään	skvr13014860
t080100_0840	Läksin teillä tietäjiks'	skvr01223700
t080100_0850	Löylyn heitti löyhäytti	skvr14100580
